time,distance_nm,heading_difference_deg,speed_a_mps,speed_b_mps,action_a,action_b,filter_a,filter_b,goal_distance_a_km,goal_distance_b_km
1460.0,3.9174505838579545,11.457597042835857,152.95301517485683,145.8968240425611,0.03285646438598633,-0.2269614338874817,False,False,27.389855838705163,27.361745191427786
1470.0,3.966311267706158,0.23420837947020345,153.1713338679656,146.02831804091804,-0.315496563911438,0.33439958095550537,False,False,26.38935173228676,26.453114802068555
1480.0,4.1088750398440865,29.011118139542248,152.77766538495217,147.54817317839607,0.03056156635284424,-0.3146020174026489,False,False,25.267983531944054,25.742540640740174
1490.0,4.268049516034888,13.478756870545055,154.33248050356812,145.4077844570174,0.019192099571228027,-0.05752062797546387,False,False,24.105872643072438,25.023897191769365
1500.0,4.370406634659633,10.02668413094392,154.47089784079273,146.01586543183254,-0.05967211723327637,-0.015992820262908936,False,False,23.004083444463905,24.202447399196984
1510.0,4.478760109902643,11.992252494610455,154.36773003948088,146.90074500483928,-0.07996463775634766,-0.02624666690826416,False,False,21.905471970702422,23.42147921132051
1520.0,4.597950374735056,14.409561182774212,154.38733380533574,147.337977843361,-0.1435922384262085,-0.047833919525146484,False,False,20.794511676706147,22.680313187436408
1530.0,4.730762368094989,18.718685533322002,154.0574007155444,147.38288246264503,-0.20523667335510254,-0.06712305545806885,False,False,19.63418705334411,21.964337398526517
1540.0,4.875194894795457,24.93379833868852,153.0088305690769,147.09382763878727,-0.40136516094207764,-0.08938783407211304,False,False,18.394455187913987,21.259813770764616
1550.0,5.020791360221052,38.274205962290324,150.75142443147925,146.5790021793699,-0.15384942293167114,-0.14488381147384644,False,False,17.05103569663086,20.548928423046007
1560.0,5.147355369853784,38.67765847789241,147.64971257368384,145.73827004801942,-0.1004859209060669,-0.2093369960784912,False,False,15.62053377932338,19.790152630784807
1570.0,5.241161899937983,33.77936009513331,144.44960859772615,145.06183448913902,-0.1416439414024353,-0.381236732006073,False,False,14.198142007195184,18.934817836641628
1580.0,5.279992441975462,22.997684517969617,141.15886050776666,144.01636596236065,-0.07343918085098267,-0.6603973507881165,False,False,12.790438786200468,17.924763705963425
1590.0,5.265930510985127,7.74901930921277,137.78148710948858,140.93119996859423,-0.011246681213378906,-0.8615232110023499,False,False,11.410124970418478,16.714422746644313
1600.0,5.256719063215596,10.747737995189823,134.37880999144778,137.53814893388952,-0.5653141140937805,-0.5032278299331665,False,False,10.063502284867607,15.380216144802302
1610.0,5.297546002435036,10.315261588364905,131.22901213352148,134.07707676913338,0.7607064247131348,0.5950765609741211,False,False,8.774457504168772,14.048264664146531
1620.0,5.336867860905665,10.727180540499518,128.25381878815455,130.84452917744844,-0.5324492454528809,-0.4331734776496887,False,False,7.512402222009348,12.74614098328837
1630.0,5.383118390841926,9.338304423665903,125.24307525060803,127.39391459271242,0.93550705909729,0.6490395069122314,False,False,6.297616829198271,11.482947279656614
1640.0,5.4227400804063235,9.6448431379375,122.44806041555594,124.13658060003505,0.5856423377990723,-0.32047247886657715,False,False,5.112235985220422,10.248206081379227
